#SampleID	Plate	Well	Species	Age	Sample	Colony	Year
ROST_SEA_CH_404	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_405	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_406	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_407	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_408	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_409	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_413	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_415	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_416	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_418	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_419	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_420	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_421	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_424	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_425	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_426	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_427	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_428	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_429	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_430	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_431	1		ROST	CHICK	SAMPLE	SEAVEY	2018
ARTE_SEA_AD_399_MF	2		ARTE	ADULT	SAMPLE	SEAVEY	2018
ARTE_SEA_CH_443_MF	2		ARTE	CHICK	SAMPLE	SEAVEY	2018
ARTE_SEA_CH_502_MF	2		ARTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_AD_182_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_194_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_196_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_197_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_198_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_199_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_202_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_203_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_207_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_208_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_213_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_214_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_219_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_221_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_223_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_225_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_226_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_228_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_229_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_234_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_235_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_240_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_241_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_248_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_249_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_250_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_251_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_252_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_253_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_254_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_256_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_257_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_259_MF	2		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_450_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_459_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_460_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_461_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_472_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_482_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_483_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_484_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_485_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_486_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_487_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_488_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_489_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_491_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_492_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_494_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_495_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_497_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_508_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_510_MF	2		COTE	CHICK	SAMPLE	SEAVEY	2018
EXT_BLANK_4_MF	2		BLANK	NA	BLANK	NA	NA
EXT_BLANK_5_MF	2		BLANK	NA	BLANK	NA	NA
PCR_BLANK_2_1_MF	2		BLANK	NA	BLANK	NA	NA
PCR_BLANK_2_2_MF	2		BLANK	NA	BLANK	NA	NA
PCR_BLANK_2_3_MF	2		BLANK	NA	BLANK	NA	NA
PCR_BLANK_2_4_MF	2		BLANK	NA	BLANK	NA	NA
PCR_BLANK_2_5_MF	2		BLANK	NA	BLANK	NA	NA
ROST_SEA_AD_247_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_398_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_400_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_422_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_437_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_444_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_445_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_447_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_448_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_449_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_474_MF	2		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_CH_438_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_439_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_440_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_441_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_442_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_446_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_453_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_455_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_456_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_457_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_462_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_463_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_464_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_465_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_466_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_467_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_468_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_469_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_470_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_475_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_476_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_477_MF	2		ROST	CHICK	SAMPLE	SEAVEY	2018
blank_SEA_NA_499	3		FIELDBLANK	NA	FIELDBLANK	SEAVEY	2018
blank_SEA_NA_500	3		FIELDBLANK	NA	FIELDBLANK	SEAVEY	2018
blank_SEA_NA_501	3		FIELDBLANK	NA	FIELDBLANK	SEAVEY	2018
COTE_SEA_AD_005	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_010	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_013	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_015	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_036	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_037	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_039	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_041	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_043	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_046	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_049	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_052	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_053	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_054	3		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_471	3		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_473	3		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_503	3		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_509	3		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_CH_064	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_085	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_123	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_128	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_132	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_137	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_139	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_140	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_141	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_142	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_154	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_155	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_158	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_159	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_160	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_161	3		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_511	3		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_512	3		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_513	3		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_514	3		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_515	3		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_516	3		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_517	3		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_518	3		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_519	3		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_520	3		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_521	3		COTE	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_066	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_067	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_068	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_070	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_071	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_074	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_075	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_076	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_077	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_078	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_081	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_082	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_088	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_096	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_099	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_108	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_109	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_110	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_111	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_118	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_119	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_144	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_146	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_147	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_148	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_149	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_150	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_163	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_164	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_266	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_267	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_268	3		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_423	3		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_478	3		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_479	3		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_480	3		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_481	3		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_490	3		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_493	3		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_496	3		ROST	CHICK	SAMPLE	SEAVEY	2018
ROST_SEA_CH_498	3		ROST	CHICK	SAMPLE	SEAVEY	2018
EXT_BLANK_6	3		BLANK	NA	BLANK	NA	NA
EXT_BLANK_7	3		BLANK	NA	BLANK	NA	NA
EXT_BLANK_8	3		BLANK	NA	BLANK	NA	NA
PCR_BLANK_3_1	3		BLANK	NA	BLANK	NA	NA
PCR_BLANK_3_2	3		BLANK	NA	BLANK	NA	NA
PCR_BLANK_3_3	3		BLANK	NA	BLANK	NA	NA
PCR_BLANK_3_4	3		BLANK	NA	BLANK	NA	NA
PCR_BLANK_3_5	3		BLANK	NA	BLANK	NA	NA
ARTE_SEA_CH_275	4		ARTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_AD_032	4		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_060	4		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_270	4		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_320	4		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_360	4		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_379	4		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_380	4		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_381	4		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_383	4		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_AD_396	4		COTE	ADULT	SAMPLE	SEAVEY	2017
COTE_SEA_CH_162	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_292	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_293	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_309	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_311	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_323	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_324	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_328	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_332	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_337	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_340	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_341	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_343	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_346	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_351	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_352	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_366	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_367	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_368	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_369	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_370	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_371	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_385	4		COTE	CHICK	SAMPLE	SEAVEY	2017
COTE_SEA_CH_392	4		COTE	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_117	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_278	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_279	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_281	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_284	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_297	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_298	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_299	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_300	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_302	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_304	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_307	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_312	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_313	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_314	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_317	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_329	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_330	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_331	4		ROST	CHICK	SAMPLE	SEAVEY	2017
ROST_SEA_CH_333	4		ROST	CHICK	SAMPLE	SEAVEY	2017
EXT_BLANK_10	4		BLANK	NA	BLANK	NA	NA
EXT_BLANK_11	4		BLANK	NA	BLANK	NA	NA
EXT_BLANK_9	4		BLANK	NA	BLANK	NA	NA
PCR_BLANK_4_1	4		BLANK	NA	BLANK	NA	NA
PCR_BLANK_4_2	4		BLANK	NA	BLANK	NA	NA
PCR_BLANK_4_3	4		BLANK	NA	BLANK	NA	NA
PCR_BLANK_4_4	4		BLANK	NA	BLANK	NA	NA
PCR_BLANK_4_5	4		BLANK	NA	BLANK	NA	NA
PCR_BLANK_4_6	4		BLANK	NA	BLANK	NA	NA
BLANK_15-4	15		BLANK	NA	BLANK	NA	NA
							
